id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,noi_dung_binh_luan_processed,label
7242,651,"Loại này dùng thích lắm. Mình da nhạy cảm, mụ ẩn nhiều, dùng k kích ứng mà sạch sâu. Mọi người nên thử nhé",25/12/2023,15:44,5,100230057,nhạy_cảm mụ_ẩn sạch sâu thử,1
7243,490,"Ko biết xài thì hơi khó.chứ xài quen rồi ko muốn đổi nha.mẹo là các bạn chọn lớp serum ko có thành phần silicone.như vichy,serum C của neogen.đỉnh nhất là embryolisse á.bôi vào chấm 5 điểm tán kém cn đều tay ko hề vón và quá mau khô luôn á.trước hơi ghét vì hay vón.chuyển qua kem dưỡng cái yêu ngang luôn.sáng làm 1 lớp dưỡng nhẹ nhàng rồi bôi kem chống nắng.là xong.nhẹ mặt gì đâu á.",1/1/2023,12:24,5,204900013,xài xài dập tắt không_muốn đổi silicone neogen_đỉnh á_bôi chấm tán kém không_hề_vón khô ghét khô chuyển_dưỡng yêu nhẹ_nhàng bôi chống,1
7244,116,"Tẩy trang sạch, dịu nhẹ. Mà không ưng mỗi cái là nắp quá cứng, mở rất đau tay và khi bật mạnh thì sẽ đứt 1 bên quai. Mong NSX sẽ khắc phục lỗi này",29/06/2024,20:02,5,422204259,sạch dịu nhẹ không_ưng cứng_mở đau bật đứt khắc_phục,1
7245,1377,"mặt nạ ok, mùi thơm nhẹ nhẹ dễ chịu, rất nhiều dưỡng chất",23/01/2024,18:32,5,422205809,mặt_nạ thơm nhẹ nhẹ dễ_chịu,1
7246,811,"sản phẩm tốt, đã mua cũng 3 4 chai rồi, nhưng giá cũng hơi cao nha shop",2/6/2020,11:51,5,200400004,,1
7247,1866,"toner giá rẻ phù hợp với học sinh sinh viên. chất lỏng như nước apply lên mặt nhanh thấm. Hasaki luôn tạo deal với giá rất hời nên 200ml dễ hết mua lại cũng không tiếc tiền. toner nhà Simple không có cồn, phù hợp với mọi loại da kể cả da nhạy cảm, cấp ẩm tốt. mình cũng rất thích cái mùi toner nhưng mà phải ngửi kĩ lắm mới nhận ra có mùi thoang thoảng nha. nói chung là rất ưng",30/09/2021,2:17,5,211300002,rẻ lỏng apply thấm hời không_tiếc đơn_giản không_có_cồn nhạy_cảm ngửi_kĩ ưng,1
7248,1669,mình thuộc da dầu nhiều mụn. chất kem em này nhìn thì đặc nhưng thấm rất nhanh.mình dùng retinol kèm em này dưỡng ẩm phục hồi rất tốt. rất đáng để mua lại.,22/12/2021,8:41,5,318900019,đặc thấm kèm,1
7249,3686,thấy kêu da khô dùng còn đủ ẩm mà sao mình da dầu mà dùng vô mua đông mình thấy k đủ ẩm cho lắm vẫn bị tróc da ở phần chữ u còn những phần khác đều ẩm mịn k hiểu đc á,28/02/2024,21:06,4,256700002,kêu khô vô ẩm tróc ẩm_mịn,1
7250,52,"Giá thành hợp lý Sử dụng tẩy tế bào chết 3/7 ngày ok Hạt không quá bự, mùi dễ chịu",23/08/2022,21:40,5,207300009,hợp_lý chết bự,1
7251,3534,"giờ đã tìm dk e kcn chân ái, dùng e này thik cực, ko bị bóng, nhờn rít và nặng mặt, e này cũng ko nâng toner còn có mùi thơm nữa :)",12/1/2022,8:40,5,201600198,chống cực không_bị nhờn_rít không_nâng thơm,1
7252,2413,"lúc đắp thì mình thấy mát, phê. đắp xong thấy da căng vì đc cấp ẩm nên mình thích.",23/03/2022,9:36,5,422205164,đắp mát phê đắp căng,1
7253,1034,sử dụng dễ dàng rất thoải mái thư giãn tột độ,27/04/2023,18:04,5,422205163,dễ_dàng thoải_mái,1
7254,1464,"Nói chung srm hãng này gọi là rẻ siêu bèo, dùng thì da căng bóng lắm 3 ngày sau thì mn biết sao không? . Do độ PH cao quá đó nên da thiếu nước trầm trọng mới nổi mụn quá trời luôn . Thoy beyyy",22/03/2022,1:03,1,422210980,sữa_rửa gọi_là căng mụn,0
7256,2538,Nhờ dùng Pro Acne mà đỡ phải tốn kem che khuyết điểm nữa. Sản phẩm điều trị mụn ok nhất trong tất cả dòng mỹ phẩm mình đã dùng qua.,14/11/2020,22:46,5,204100018,đỡ tốn điều_trị đồng_ý,1
7257,162,"sp mình xài chai thứ 2 rồi . trc khi dùng lắc lên . tẩy sạch lắm! ko kích ứng. sẽ gắn bó chai bự, dùng khá lâu",6/1/2023,0:37,5,422211183,xài lắc sạch gắn_bó,1
7258,3362,"Em Vichy này dùng thích lám, mát da và cự kỳ thấm nhanh vào da cho cảm giác khô thoáng nhẹ tênh. Good",22/06/2019,10:13,5,201600074,lám_mát cự_kỳ thấm_chóng khô_thoáng nhẹ,1
7259,1266,"finish bóng lắm nhìn đẹp nhưng mà nên dặm phấn nếu k muốn bết nhe, cay mắt ẻ lun huhu",13/10/2022,11:50,4,422208345,hoàn_thành bóng đẹp dặm không_muốn bết,1
7260,4054,"Sr dùng thấm nhanh, nhưng mà chai 30ml chỉ có một nửa vơi với giá này cũng khá cao mà chai 30 ml chắc chỉ khoảng 25ml",19/04/2023,7:47,4,100210016,tiếc thấm vơi,1
7261,3455,"Được nhân viên tư vấn cho dòng này bảo có thể tẩy sạch được bụi mịn 2.5 nên cũng múc thử. Giá tầm 200k 1c 400ml, tẩy sạch mà không bị nhờn rít như loreal. Dùng xong thấy da mịn mướt hẳn, không cay mắt, không rát da, dùng mát mát thích lắm. Cảm nhận sau 1 thời gian sd thì thấy tẩy sạch nên ít bị bí tắc lỗ chân lông nên cũng ít bị lên mụn hơn nữa. Nói chung là quá xứng đáng với giá tiền. Mình có mua thêm chai xịt khoáng của hãng nữa, xài ok lắm, dịu da.",31/10/2022,17:50,5,222600049,tư_vấn bảo sạch mịn múc thử sạch không_bị nhờn_rít mướt không_mắt mát mát_thích sạch bí_tắc chân_lông xứng_đáng xài đồng_ý dịu,1
7262,872,Sản phẩm sài rất tốt và đáng tiền nhé mọi người,15/04/2023,14:48,5,422204795,,1
7263,1203,good,30/09/2021,18:14,5,249500007,,1
7264,1609,"Không ấn tượng lắm, sản phẩm ở mức chấp nhận được cho nhu cầu cơ bản.",24/06/2020,9:50,3,422211878,không_ấn tượng,0
7265,787,Bị kích ứng hay ra nắng nhiều tối thoa e này lên là da được cứu cánh ngày phục hồi cực nhanh. Thấy mấy em mụn chuẩn bị chồi lên là thoa liền là ngày hôm sau mụn ấy biến mất hẳn 80% luôn đó. Ai mới nặn mụn về muốn giảm sưng đỏ và phục hồi thì chọn em này nha,22/06/2021,8:22,5,200400038,kích_ứng khô cứu_cánh cực chồi liền biến nặn mụn đỏ phục_hồi,1
7266,796,dùng tốt,26/01/2021,17:42,5,422216594,,1
7267,790,"Sữa rửa mặt này sử dụng siêu đã và thích lắm ạ, em đã xài được một thời gian và cảm thấy da có vẻ đỡ mụn hơn trước.",20/06/2021,21:11,5,422218283,rửa xài đỡ mụn,1
7268,805,"ổn, trong tầm giá, em này theo mình thay thì có chút mùi giống như rượu:v, nhược điểm là hơi cay mắt thui, khi tẩy trang thì da khá ẩm mịn, nhưng nói đúng hơn thì là nhớt í mọi ng",12/9/2022,20:28,4,100190183,mắt_tẩy ẩm_mịn nhớt_í,1
7269,1633,loại này màu hồng mình thuộc da dầu vẫn tt sạch và ko bị kích ứng nha mọi người. mình từng dùng loại của loreal thấy hay bị ửng và châm chích sau tt. riêng loại này thấy êm. sẽ mua thêm,26/12/2021,21:32,5,223600026,sạch không_bị_kích_ứng khô ửng châm chích êm,1
7270,766,hahaha,10/1/2022,17:57,5,422216594,,1
7271,78,từ ngày sử dụng e này là ko muốn đổi qua loại nào khác luôn,26/07/2021,20:12,5,207500007,đổi,1
7272,494,"rất tốt,phù hợp với da dầu như mình.",11/12/2022,0:33,5,422205160,,1
7273,3682,Mask mịn không gây ngứa rát cho da. Dưỡng chất thì cực nhiều. Có hiệu quả.,6/7/2023,17:29,5,345800007,mịn ngứa rát cực,1
7274,792,"Hơi bất ngờ, tại da mình nhạy cảm và ghét cồn, định mua loại này về chấm mụn nhưng không ngờ khi da đang ở trạng thái ổn, ko có vết thương/ vết xước thì khi apply lên da ko hề kích ứng, rất sạch và nhẹ da, khi thấm hết da còn hơi bóng lên và có độ ẩm tự nhiên Da dầu, mụn mình nghĩ sẽ cực hợp và trị mụn viêm tốt nha nhưng da nhạy cảm vẫn nên cân nhắc, dùng ít thôi hoặc chấm mụn rất hiệu quả nha",28/07/2021,0:34,4,232500001,nhạy_cảm ghét chấm ổn vết_thương xước apply sạch nhẹ thấm cực_hợp trị viêm cân_nhắc chấm hiệu_quả,1
7275,377,"Cho da thường đến đã dầu nhưng thật sự không sạch bằng cetaphil, mới đầu tưởng nó ngon hơn nhưng dùng xong thấy k sạch hơn cetaphil là mấy, nhưng nó không mềm da, ẩm mướt sau khi rửa như cetaphil. Lỡ mua chai lớn, nhưng cũng ổn so với loại khác. Sau khi hết thử dùng ucerin xem sao, bt đâu lành tính chứ quen dùng cetaphil không cay mắt giờ dùng cerave cay mắt",28/07/2024,14:48,5,422208976,không_sạch đầu_tưởng không_sạch không_mềm ổn thử lành_tính dập tắt không_mắt,1
7276,3656,mùi dễ chịu giảm mụn,20/11/2023,11:29,5,422206042,dễ_chịu,1
7277,3651,"Mùi dễ chịu, dùng thik lắm",22/11/2023,19:11,5,100220009,,1
7278,110,"Mình sử dụng thấy da sạch hơn tẩy trang của laroche posay nhiều mà cũng rẻ hơn . Chưa tới 200k , laroche gần tận 400k Nếu Lúc đầu mình biết đến và dùng loại này thì đỡ tiền hơn dùng laroche nhiều rồi haizz",7/9/2024,21:17,5,205100136,sạch posay rẻ laroche đỡ,1
7279,607,"Cái này da từ trung tới sáng xài ổn nha, chứ da ngăm xài lên tông hơi sợ á. Kiềm dầu ổn nha, không bị trôi khi chảy mồ hôi, đến cuối ngày vẫn giữ được tông kha khá á. Nhớ tẩy trang kĩ nhé, chứ lên mụn lại trách nhầm. Tựu chung thì ổn nha, đáng để thử",8/9/2022,6:47,5,422212100,xài ổn ngăm xài sợ ổn_không_bị mồ_hôi tông_khà á_nhớ tẩy kĩ_nhé mụn trách nhầm ổn_đáng thử,1
7280,683,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",30/04/2023,9:46,5,308500009,dễ_dàng thoải_mái,1
7281,1828,"Không có gì để chê ngoại trừ giá hơi chát..hhh Tẩy trang sạch, da mềm mịn không khô ráp..",28/09/2022,18:36,5,204900025,chê ngoại_trừ chát_tẩy sạch mềm mịn,1
7282,17,oki,7/10/2023,15:30,5,422211447,,1
7283,886,"Sp dùng tốt, mình xài chai t3 rồi, trộm vía",14/04/2023,17:02,5,422204795,xài,1
7284,1148,"Giao hàng nhanh , sản phẩm chất lượng",14/02/2023,9:49,5,422209322,chóng,1
7285,2856,sản phẩm này có thể dùng chung được với những sản phẩm BHA ko ạ,26/12/2019,17:38,5,318900002,,1
7286,2356,"Sử dụng rất dễ dàng và rất thoải mái , thư giãn tột độ",30/04/2023,18:13,5,422202253,dễ_dàng thoải_mái,1
7287,1018,"Sử dụng dễ dàng, rất thoải mái,thư giãn tột độ",2/5/2023,17:32,5,308500037,dễ_dàng thoải_mái,1
7288,834,"Mua về bôi mà thấy chán lắm , dùng đc mấy lần rồi bỏ , bôi lên mặt bóng mà ko nâng tông trút nào",5/10/2024,12:58,5,422216990,chán bôi không_nâng_tông,1
7289,130,Mình đã sài loại này rất nhiều chai. Nhưng lần này đặt trên shop 2 chai có mùi hắc nhỡ.,17/08/2022,12:04,3,422207413,sài nhỡ,0
7290,837,Siêu mỏng nhẹ chống nắng đỉnh,4/4/2024,12:18,5,422216990,mỏng nhẹ chống,1
7291,1469,hợp với dầu nhưng mắc quá,5/1/2022,1:03,4,422210980,hợp mắc,1
7292,792,"Ổn, nhưng da nhạy cảm xài hơi không thích do mùi hắc lắm - Màu xanh Mấy loại khác xài vẫn ổn lắm nha",15/05/2021,1:58,4,308500009,ổn xài không_thích hắc xài ổn,1
7293,933,Sản phẩm xài rất tốt,11/4/2023,12:09,5,422204795,xài,1
7294,2397,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ.",27/04/2023,16:32,5,308500018,dễ_dàng thoải_mái,1
7295,2671,Bông đợt này rất là mỏng luôn á :((( rồi nó bị xơ bông nữa nên không hài lòng,21/12/2021,10:23,3,243300007,mỏng xơ_bông không_hài,0
7296,1776,cung dc,7/7/2021,11:15,4,100220035,,1
7297,1476,"lại là mình đây sau khi sd 2 tuýp 50ml nay mình mua size 200ml luôn, đặt hôm trước hôm sau có.",6/10/2021,21:31,5,422210980,tuýp kích_thước,1
7298,1332,lần sau mình sẽ mua lại,18/11/2023,15:41,5,422209262,,1
7299,2551,"Lành tính cho da mụn, dùng thấy hợp da lắm nên mình cũng mua hẳn cả bộ trị mụn của Eucerin để dùng luôn.",11/11/2020,23:12,5,422206537,hợp,1
7300,4424,"Dùng hợp nên mua mãi 1 loại, ai da dầu nhơn nhiều thì thật sự nên xìa thử em này 1 lần nha, sảng khoải lắm luôn á, giá còn mềm nữa, nên mua!",14/05/2024,11:59,5,335100004,thử sảng_khoải á_giá mềm,1
7301,1310,"Kem rất bết rích, cảm giác nặng mặt, tán khó, nhanh đặc , mặc dù mua loại cho da dầu",25/03/2022,11:52,3,201600198,bết_rích mặt_tán đặc mặc_dù,0
7302,3302,"Sau 6 tuần sử dụng thấy da sáng & đều màu hơn, vết thâm nám & tàn nhang mờ hơn chút. Lỗ chân lông thì ko thấy cải thiện rõ rệt. Kết quả so với tầm giá như vậy là good rồi. Tuy nhiên ko thích 1 điểm: khi thoa lên sản phẩm ko thấm hết vào da & để lại cảm giác bết dính trên mặt.",28/09/2020,22:43,4,214000001,thâm_nám tàn_mờ chân_lông không_thấy kết_quả không_thích_điểm không_thấm bết dính,1
7303,168,Da dầu mụn Tẩy trang 8/10(meakup nhẹ nhàng9/10) Không nổi mụn 9/10 Ko kích ứng 10/10 Ko hương liệu hay cồn 10/10 Ko nhờn dính 9.5/10 Mượt và ko khô da Tổng thể 9.6/10,19/11/2022,20:56,5,422204259,mụn_tẩy nhẹ mụn không_hương_liệu khô dính mượt,1
7304,162,mình dùng loại này 6thag rồi á. giá rẻ nên mùi hơi ghê nhưng mà có hiệu quả đó nhe. sẽ còn mua lại.!!!,6/1/2023,0:45,4,365000019,á_giá rẻ ghê,1
7305,2734,rất ok nha hiệu quả cao,3/3/2023,9:37,5,248700003,đồng_ý,1
7306,286,Rất thíc,28/05/2021,8:13,5,422211446,thíc,1
7307,3460,"Serum phục hồi da rất tốt, cái mặt m khô mụn tùm lum k chỗ nào chừa, đi nặn về khô chóc may mua được e này da giờ mịn và sáng hơn nhiều rồi",24/05/2021,3:27,5,422201448,khô tùm chừa đi nặn mịn,1
7308,336,"Sản phẩm sử dụng rất tốt, khi lau không bị dính bông lên mặt, giá cả thì quá là rẻ rồi, mọi người nên mua để trải nghiệm",27/02/2020,13:53,5,243300007,tốt_không_bị dính rẻ trải_nghiệm,1
7309,3971,"Sửa rm thì không trị mụn , dùng thì sạch nhẹ thoáng da , mình dùng thêm lotion với kem trị mụn trộm vía oki lắm",5/8/2023,12:06,5,331300017,sửa không_trị sạch nhẹ thoáng trị trộm_vía,1
7310,494,"sản phẩm phù hợp với da dầu,sạch, mùi ko thích lắm, nhưng dùng tốt.",11/12/2022,0:18,4,422210980,sạch không_thích,1
7311,1223,"Hàng chính hãng, dùng ko bị khô da",7/6/2020,11:15,5,223600035,khô,1
7312,3278,"xài chắc cũng phải trên dưới 10 chai, lần nào cũm ưnggg",27/09/2024,14:14,5,422210957,xài cũm,1
7313,278,"Không dùng thì sẽ không biết được sản phẩm nhà bom này lại tốt và nhanh hiệu quả đến như vậy luôn á mn, lúc đầu thì mình ko tin đâu tình cờ vào Hsk Mua loại khác cơ, thế mà đc tư vấn qua loại này kệ mua về dùng thử nhưng bôi lên da thấy sáng mịn căng bóng hơn hèn gì gái hàn da đẹp bóng mịn thật . Dùng gần hết chai mới vào để lại đánh giá đây :))) Sau khi sử dụng hết 1 chai da sáng đều màu căng bóng hơn và da săn chắc hơn thấy rỏ luôn nha mn.",27/08/2024,21:12,5,422208238,sản_phẩm chóng hiệu_quả không_thiếc tình_cờ tư_vấn kệ thử bôi căng hàn_đẹp căng săn,1
7314,2601,Cực kỳ bực mình vì sản phẩm quá kém chất lượng.,20/09/2022,21:30,1,211300002,bực_mình sản_phẩm kém,0
7315,3194,"Dịch vụ hỗ trợ kém, không giải quyết được vấn đề.",11/3/2021,15:51,1,422204388,kém,0
7316,529,Thích sạch đỡ mụn ẩn hẳn,14/12/2022,18:04,5,204900004,sạch đỡ mụn_ẩn,1
7317,608,"thấy mọi người bảo em này lên tone trắng bệt cũng hơi rén, mà mua về thử thấy tiệp vào da luôn chắc là do da mình cũng trắng nên k thấy nâng tone luôn á. nói chung là ok",14/08/2022,7:03,5,253900006,bảo thử tiệp trắng nâng,1
7319,3498,"Xài rồi mới hiểu sao người ta khen nhìu vậy, srm xài siêu tốt,da sạch mà lại mềm mịn ko khô căng",19/09/2022,16:53,5,225300002,xài người_ngợi rửa xài sạch mềm mịn căng,1
7320,17,oki,7/10/2023,15:30,5,327500002,,1
7321,4049,"Thấm vào da nhanh, lớp hơi bóng , nhưng cay mắt quá huhu",5/4/2022,12:15,4,422204777,thấm,1
7322,2540,"Mình xài em này chủ yếu để chống nắng vì mình hay phải ra đường và da dễ bị bắt nắng. Tác dụng tốt lắm nhé mọi người, bạn mình da dầu mà dùng loại này cũng bảo kiểm soát nhờ rất xịn",14/11/2020,21:20,5,422207283,xài chống khô bắt bảo kiểm_soát xịn,1
7323,246,"giao nhanh , giá rẻ nhưng shop để tặng chai nhỏ mà k thấy chai nhỏ đâu",22/09/2021,18:30,5,422204259,rẻ tặng không_thấy,1
7324,253,"Ko đọc kỹ phần chữ nhỏ là chai tảy trang nhỏ kia chỉ đc tặng ở TP HCM . Nói chung mua hàng ở hasaki cũng lâu giá cả hợp lý , hàng chính hãng cũng yên tâm",12/8/2021,8:37,4,422206648,kỹ tặng giá_cả hợp_lý yên_tâm,1
